longitude,latitude,no,no2,o3,co,so2,pm2_5,pm10,ch4,time,year,month,avg_temp,date_time_sin,date_time_cos,date,time_of_day,time_sin,time_cos
74.4,32,0.037880454,14.155898,31.184961,541.8955,4.5623317,77.52305,123.25135,1297.3618,2025-01-24 21:00:00,2023,2,16.75,-0.7071067811865477,0.7071067811865474,2023-02-10,21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.02534648,6.1462727,52.707428,278.35556,6.279498,38.779278,63.938866,1290.8246,2025-01-24 00:00:00,2023,2,16.75,0.0,1.0,2023-02-10,00:00:00,0.0,1.0
74.4,32,0.7968822,17.931517,39.82059,558.8656,9.448249,49.834618,80.080986,1292.4365,2025-01-24 03:00:00,2023,2,16.75,0.7071067811865476,0.7071067811865475,2023-02-10,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,2.1476965,9.62271,88.05658,589.12634,15.759348,59.89284,99.12075,1290.6775,2025-01-24 06:00:00,2023,2,16.75,1.0,-1.6081226496766366e-16,2023-02-10,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.5212392,4.8028965,147.63396,519.39124,18.456415,63.648987,104.76198,1288.729,2025-01-24 09:00:00,2023,2,16.75,0.7071067811865476,-0.7071067811865475,2023-02-10,09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.393149,18.38904,151.56696,973.8512,29.809492,108.53337,173.20392,1295.4417,2025-01-24 12:00:00,2023,2,16.75,-3.216245299353273e-16,-1.0,2023-02-10,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.016990498,12.603204,74.30596,770.9187,16.646997,110.78003,170.72308,1295.8713,2025-01-24 15:00:00,2023,2,16.75,-0.7071067811865475,-0.7071067811865477,2023-02-10,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.028410342,13.0551,42.52901,514.46375,6.3600516,78.70931,122.73797,1295.5482,2025-01-24 18:00:00,2023,2,16.75,-1.0,-1.8369701987210292e-16,2023-02-10,18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.9784856,5.897157,95.910034,502.94525,6.9805183,62.536404,103.87631,1290.0082,2025-01-24 06:00:00,2023,2,18.4,1.0,-1.6081226496766366e-16,2023-02-11,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.04191918,12.7317095,29.05547,546.29944,4.734338,80.89608,129.05147,1297.3755,2025-01-24 00:00:00,2023,2,18.4,0.0,1.0,2023-02-11,00:00:00,0.0,1.0
74.4,32,1.0254183,8.901125,36.733685,550.8507,4.652681,79.49803,126.51378,1295.9705,2025-01-24 03:00:00,2023,2,18.4,0.7071067811865476,0.7071067811865475,2023-02-11,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.6288225,5.7892666,127.51415,429.28848,9.971194,49.310696,89.63019,1285.6141,2025-01-24 09:00:00,2023,2,18.4,0.7071067811865476,-0.7071067811865475,2023-02-11,09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.4947438,11.501056,101.09047,547.16345,14.357702,35.480007,53.585804,1292.5636,2025-01-24 12:00:00,2023,2,18.4,-3.216245299353273e-16,-1.0,2023-02-11,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.019636558,17.13091,59.858326,612.1892,7.7411566,44.454456,65.78443,1295.5184,2025-01-24 15:00:00,2023,2,18.4,-0.7071067811865475,-0.7071067811865477,2023-02-11,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.02729621,15.713157,48.913555,686.2219,4.76674,55.771744,81.86972,1296.9961,2025-01-24 18:00:00,2023,2,18.4,-1.0,-1.8369701987210292e-16,2023-02-11,18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.031334933,16.209064,38.04883,794.5914,4.9629664,68.04627,99.78971,1298.1565,2025-01-24 21:00:00,2023,2,18.4,-0.7071067811865477,0.7071067811865474,2023-02-11,21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.57433456,3.6724555,127.332436,391.45847,5.9048944,20.839752,33.14902,1292.105,2025-01-24 09:00:00,2023,2,16.25,0.7071067811865476,-0.7071067811865475,2023-02-12,09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.07032952,22.09969,16.222229,981.8979,3.9526706,88.50364,129.68707,1298.9836,2025-01-24 00:00:00,2023,2,16.25,0.0,1.0,2023-02-12,00:00:00,0.0,1.0
74.4,32,2.3496327,12.934574,31.934841,861.3301,3.9337876,87.98579,128.71722,1298.4156,2025-01-24 03:00:00,2023,2,16.25,0.7071067811865476,0.7071067811865475,2023-02-12,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.7991801,4.5824146,113.876595,463.4557,8.440309,42.261497,64.447464,1291.1384,2025-01-24 06:00:00,2023,2,16.25,1.0,-1.6081226496766366e-16,2023-02-12,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.5759361,9.388272,101.28789,403.00598,3.652865,17.188953,26.196562,1293.4768,2025-01-24 12:00:00,2023,2,16.25,-3.216245299353273e-16,-1.0,2023-02-12,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.24434286,32.063362,56.510746,796.6981,5.68806,34.565083,51.666996,1296.2961,2025-01-24 15:00:00,2023,2,16.25,-0.7071067811865475,-0.7071067811865477,2023-02-12,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.104589045,18.727346,67.56312,751.3192,7.830079,36.185253,54.55248,1296.503,2025-01-24 18:00:00,2023,2,16.25,-1.0,-1.8369701987210292e-16,2023-02-12,18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.023536017,7.593931,66.432205,632.66766,6.541829,37.798244,56.20516,1297.2743,2025-01-24 21:00:00,2023,2,16.25,-0.7071067811865477,0.7071067811865474,2023-02-12,21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.86860436,15.648818,103.19692,516.5233,8.868008,42.176823,61.275257,1292.8806,2025-01-24 12:00:00,2023,2,15.1,-3.216245299353273e-16,-1.0,2023-02-13,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.55511576,56.300625,40.50458,1244.8297,13.467511,74.80561,107.809166,1297.1415,2025-01-24 15:00:00,2023,2,15.1,-0.7071067811865475,-0.7071067811865477,2023-02-13,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.02270042,4.080308,69.92606,495.13983,4.802335,36.852077,54.865105,1296.7418,2025-01-24 00:00:00,2023,2,15.1,0.0,1.0,2023-02-13,00:00:00,0.0,1.0
74.4,32,2.2406566,15.25118,56.32552,666.9273,4.670542,44.863132,66.12785,1296.7164,2025-01-24 03:00:00,2023,2,15.1,0.7071067811865476,0.7071067811865475,2023-02-13,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,1.2313933,6.5512037,113.24348,532.98145,6.58152,43.926434,66.01534,1293.9177,2025-01-24 06:00:00,2023,2,15.1,1.0,-1.6081226496766366e-16,2023-02-13,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.42726925,3.196518,136.89728,397.5224,5.964431,35.638992,53.41678,1290.8838,2025-01-24 09:00:00,2023,2,15.1,0.7071067811865476,-0.7071067811865475,2023-02-13,09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.27017677,42.581573,48.248592,1288.3644,12.633341,83.2227,119.80396,1297.4907,2025-01-24 18:00:00,2023,2,15.1,-1.0,-1.8369701987210292e-16,2023-02-13,18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.040665783,18.068375,61.72062,1013.1094,10.539296,81.71113,117.89311,1297.9244,2025-01-24 21:00:00,2023,2,15.1,-0.7071067811865477,0.7071067811865474,2023-02-13,21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.4955794,4.519951,164.61337,458.03564,12.204992,53.41722,78.18414,1287.5114,2025-01-24 09:00:00,2023,2,16.1,0.7071067811865476,-0.7071067811865475,2023-02-14,09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.037044857,24.494,58.480286,1152.4661,11.611195,100.17044,144.11925,1296.6879,2025-01-24 21:00:00,2023,2,16.1,-0.7071067811865477,0.7071067811865474,2023-02-14,21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.044008173,12.285221,54.89398,1009.5569,12.077123,94.86596,137.56538,1298.1893,2025-01-24 00:00:00,2023,2,16.1,0.0,1.0,2023-02-14,00:00:00,0.0,1.0
74.4,32,5.047849,31.011192,36.456577,1411.3654,12.434224,105.31383,152.1371,1298.3649,2025-01-24 03:00:00,2023,2,16.1,0.7071067811865476,0.7071067811865475,2023-02-14,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,1.1343247,8.349379,135.82834,794.5952,11.77525,71.76772,104.48989,1292.6301,2025-01-24 06:00:00,2023,2,16.1,1.0,-1.6081226496766366e-16,2023-02-14,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.8913048,20.395433,122.384445,630.91,14.379892,64.09219,92.85586,1291.1882,2025-01-24 12:00:00,2023,2,16.1,-3.216245299353273e-16,-1.0,2023-02-14,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.5329724,66.92034,38.884285,1410.8721,14.746812,99.292885,142.35391,1297.3851,2025-01-24 15:00:00,2023,2,16.1,-0.7071067811865475,-0.7071067811865477,2023-02-14,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.4122981,61.356796,32.32992,1687.4457,12.985336,117.60753,168.6669,1297.9193,2025-01-24 18:00:00,2023,2,16.1,-1.0,-1.8369701987210292e-16,2023-02-14,18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,1.2274939,8.737943,130.54497,829.4979,9.907515,75.015274,109.204895,1291.4664,2025-01-24 06:00:00,2023,2,18.35,1.0,-1.6081226496766366e-16,2023-02-15,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.033702463,12.850538,58.61039,991.04956,11.010551,91.29207,132.3323,1296.5433,2025-01-24 00:00:00,2023,2,18.35,0.0,1.0,2023-02-15,00:00:00,0.0,1.0
74.4,32,2.947573,21.762491,51.938873,1158.4489,10.454309,85.97808,124.13536,1296.2657,2025-01-24 03:00:00,2023,2,18.35,0.7071067811865476,0.7071067811865475,2023-02-15,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.49314225,4.6848083,162.22612,482.5221,9.711915,53.103104,78.4156,1284.6552,2025-01-24 09:00:00,2023,2,18.35,0.7071067811865476,-0.7071067811865475,2023-02-15,09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.04108358,33.142307,51.357784,1269.9446,9.931294,99.44567,143.96106,1297.3782,2025-01-24 21:00:00,2023,2,18.35,-0.7071067811865477,0.7071067811865474,2023-02-15,21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.93210983,19.869076,112.887146,639.9459,6.2908835,59.18236,85.96941,1289.5425,2025-01-24 12:00:00,2023,2,18.35,-3.216245299353273e-16,-1.0,2023-02-15,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.6663896,68.10085,35.932987,1391.5845,8.704496,88.53046,127.568565,1296.5452,2025-01-24 15:00:00,2023,2,18.35,-0.7071067811865475,-0.7071067811865477,2023-02-15,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.40415102,58.37522,37.22451,1478.192,9.178559,97.03351,139.80202,1296.9707,2025-01-24 18:00:00,2023,2,18.35,-1.0,-1.8369701987210292e-16,2023-02-15,18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.40665781,5.35979,200.34119,734.6157,15.558561,65.13335,96.43652,1283.9299,2025-01-24 09:00:00,2023,2,20.1,0.7071067811865476,-0.7071067811865475,2023-02-16,09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,19.164864,68.18211,8.429249,2556.3538,16.424183,181.28262,260.91193,1299.443,2025-01-24 00:00:00,2023,2,20.1,0.0,1.0,2023-02-16,00:00:00,0.0,1.0
74.4,32,23.214382,76.44729,22.415525,2780.1206,14.624849,189.23988,272.71448,1298.6996,2025-01-24 03:00:00,2023,2,20.1,0.7071067811865476,0.7071067811865475,2023-02-16,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,1.8079561,17.86105,180.2914,1302.3687,17.043837,102.93644,149.39754,1289.7661,2025-01-24 06:00:00,2023,2,20.1,1.0,-1.6081226496766366e-16,2023-02-16,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.88587344,24.393145,125.290726,939.2313,10.13944,76.530914,111.92978,1291.0442,2025-01-24 12:00:00,2023,2,20.1,-3.216245299353273e-16,-1.0,2023-02-16,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.90857387,91.65444,22.82186,1977.9575,11.707915,123.598976,179.42384,1298.1377,2025-01-24 15:00:00,2023,2,20.1,-0.7071067811865475,-0.7071067811865477,2023-02-16,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,2.965747,80.593735,17.574965,2194.9932,12.920716,132.51804,192.19124,1297.8794,2025-01-24 18:00:00,2023,2,20.1,-1.0,-1.8369701987210292e-16,2023-02-16,18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.06705676,46.57304,41.20955,1558.493,11.282456,122.5248,178.94145,1297.5637,2025-01-24 21:00:00,2023,2,20.1,-0.7071067811865477,0.7071067811865474,2023-02-16,21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.38409665,5.5354147,221.3694,851.98566,20.347513,81.133514,124.76144,1284.2286,2025-01-24 09:00:00,2023,2,21.3,0.7071067811865476,-0.7071067811865475,2023-02-17,09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.1772861,50.39008,16.028252,2193.2542,8.95448,177.05583,257.40866,1299.598,2025-01-24 00:00:00,2023,2,21.3,0.0,1.0,2023-02-17,00:00:00,0.0,1.0
74.4,32,16.632618,84.39333,35.073082,3547.376,10.863299,216.68097,313.90912,1299.0114,2025-01-24 03:00:00,2023,2,21.3,0.7071067811865476,0.7071067811865475,2023-02-17,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,1.2471304,17.493555,203.2839,1534.8168,19.79762,119.249344,175.97276,1289.4283,2025-01-24 06:00:00,2023,2,21.3,1.0,-1.6081226496766366e-16,2023-02-17,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.7622049,26.317545,142.48564,990.9787,12.765725,90.56702,138.64302,1291.204,2025-01-24 12:00:00,2023,2,21.3,-3.216245299353273e-16,-1.0,2023-02-17,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.67209953,99.047844,28.927855,2137.8582,12.128952,149.58476,225.3603,1298.5804,2025-01-24 15:00:00,2023,2,21.3,-0.7071067811865475,-0.7071067811865477,2023-02-17,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,1.8812102,84.29987,27.049744,2395.7244,12.980288,167.9054,251.41872,1297.5422,2025-01-24 18:00:00,2023,2,21.3,-1.0,-1.8369701987210292e-16,2023-02-17,18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.041222848,39.30444,60.61482,1649.8329,11.892304,146.60274,219.89551,1296.7944,2025-01-24 21:00:00,2023,2,21.3,-0.7071067811865477,0.7071067811865474,2023-02-17,21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.4087468,5.0438986,195.24341,782.6492,18.703892,82.27481,128.62794,1284.1294,2025-01-24 09:00:00,2023,2,20.45,0.7071067811865476,-0.7071067811865475,2023-02-18,09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.96525526,27.632883,135.06552,1026.9575,15.442216,83.09983,124.69521,1292.19,2025-01-24 12:00:00,2023,2,20.45,-3.216245299353273e-16,-1.0,2023-02-18,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.0327276,19.255346,71.68963,1361.6968,12.0282755,139.57283,209.53017,1296.6454,2025-01-24 00:00:00,2023,2,20.45,0.0,1.0,2023-02-18,00:00:00,0.0,1.0
74.4,32,5.344626,40.70274,52.803543,1759.8994,11.645942,140.18745,209.28343,1297.096,2025-01-24 03:00:00,2023,2,20.45,0.7071067811865476,0.7071067811865475,2023-02-18,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,1.2364069,11.4178,167.37921,1144.9088,15.880475,108.81326,163.69156,1289.5199,2025-01-24 06:00:00,2023,2,20.45,1.0,-1.6081226496766366e-16,2023-02-18,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,1.122487,103.495735,25.55552,2338.7998,15.337685,151.43307,223.66046,1298.8925,2025-01-24 15:00:00,2023,2,20.45,-0.7071067811865475,-0.7071067811865477,2023-02-18,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,20.076641,111.60115,1.6788561,3586.2913,13.938928,197.94058,290.56625,1299.7378,2025-01-24 18:00:00,2023,2,20.45,-1.0,-1.8369701987210292e-16,2023-02-18,18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,26.412008,98.53396,6.9136357,3901.4119,11.996684,199.32991,292.84158,1299.4048,2025-01-24 21:00:00,2023,2,20.45,-0.7071067811865477,0.7071067811865474,2023-02-18,21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.024510883,21.548965,63.08579,1292.0944,8.759507,111.46923,165.1574,1294.6382,2025-01-24 21:00:00,2023,2,21.25,-0.7071067811865477,0.7071067811865474,2023-02-19,21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.7648509,31.609894,125.868614,1209.0475,19.132706,110.50595,166.45563,1293.958,2025-01-24 12:00:00,2023,2,21.25,-3.216245299353273e-16,-1.0,2023-02-19,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.4668209,85.94993,38.377113,2207.6987,16.16061,157.41457,234.52708,1298.16,2025-01-24 15:00:00,2023,2,21.25,-0.7071067811865475,-0.7071067811865477,2023-02-19,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,6.035944,68.14406,18.63065,3045.892,11.4325285,182.6748,267.0976,1299.1146,2025-01-24 00:00:00,2023,2,21.25,0.0,1.0,2023-02-19,00:00:00,0.0,1.0
74.4,32,9.140121,65.22364,44.23426,3163.11,11.313722,189.8886,277.74033,1297.782,2025-01-24 03:00:00,2023,2,21.25,0.7071067811865476,0.7071067811865475,2023-02-19,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.14943282,19.985043,154.3255,1668.0858,30.732155,135.45508,201.68947,1290.5385,2025-01-24 06:00:00,2023,2,21.25,1.0,-1.6081226496766366e-16,2023-02-19,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.056716233,8.333327,176.5169,1022.2252,32.982002,92.404045,142.03835,1285.9965,2025-01-24 09:00:00,2023,2,21.25,0.7071067811865476,-0.7071067811865475,2023-02-19,09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.5094364,72.84012,26.443413,2358.701,10.377503,154.59523,227.33316,1296.9868,2025-01-24 18:00:00,2023,2,21.25,-1.0,-1.8369701987210292e-16,2023-02-19,18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.7943754,29.420975,120.23491,891.3482,22.304358,100.52699,147.84016,1290.38,2025-01-24 12:00:00,2023,2,21.75,-3.216245299353273e-16,-1.0,2023-02-20,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.11468586,26.49698,76.766,728.62476,9.19555,81.18208,124.086624,1285.6572,2025-01-24 15:00:00,2023,2,21.75,-0.7071067811865475,-0.7071067811865477,2023-02-20,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.023536017,10.180767,66.150566,1036.0664,8.760982,104.20454,153.5696,1294.5107,2025-01-24 00:00:00,2023,2,21.75,0.0,1.0,2023-02-20,00:00:00,0.0,1.0
74.4,32,2.360983,25.831724,48.467625,1315.8656,11.852439,116.87847,170.9194,1295.1984,2025-01-24 03:00:00,2023,2,21.75,0.7071067811865476,0.7071067811865475,2023-02-20,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.19775826,18.646786,110.24749,1142.8192,26.470812,119.16351,176.1678,1290.4899,2025-01-24 06:00:00,2023,2,21.75,1.0,-1.6081226496766366e-16,2023-02-20,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.09283845,10.616264,135.96925,759.974,30.799595,95.07984,141.53963,1283.1543,2025-01-24 09:00:00,2023,2,21.75,0.7071067811865476,-0.7071067811865475,2023-02-20,09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.054313887,6.0883512,85.60484,313.625,4.6403556,45.060658,72.95415,1279.5847,2025-01-24 18:00:00,2023,2,21.75,-1.0,-1.8369701987210292e-16,2023-02-20,18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.016781598,2.3611999,85.09975,285.6961,5.2095375,48.309704,77.67778,1281.6985,2025-01-24 21:00:00,2023,2,21.75,-0.7071067811865477,0.7071067811865474,2023-02-20,21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,1.0932411,7.932291,94.253975,475.08588,6.064424,51.4755,79.89517,1282.2609,2025-01-24 06:00:00,2023,2,20.85,1.0,-1.6081226496766366e-16,2023-02-21,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.03077787,3.4746387,65.35656,301.47137,4.4809775,46.328632,71.45647,1287.6986,2025-01-24 00:00:00,2023,2,20.85,0.0,1.0,2023-02-21,00:00:00,0.0,1.0
74.4,32,4.528873,19.119543,29.353453,673.5782,2.9056537,58.11384,86.20477,1293.9127,2025-01-24 03:00:00,2023,2,20.85,0.7071067811865476,0.7071067811865475,2023-02-21,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.060371973,4.0161676,119.502945,375.41476,11.874129,54.299683,87.52948,1274.8901,2025-01-24 09:00:00,2023,2,20.85,0.7071067811865476,-0.7071067811865475,2023-02-21,09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.94018734,17.217028,105.11392,559.569,9.459541,64.59241,99.10474,1285.698,2025-01-24 12:00:00,2023,2,20.85,-3.216245299353273e-16,-1.0,2023-02-21,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.46069318,51.2629,38.759083,1085.5553,8.4909315,88.90306,131.03853,1294.4994,2025-01-24 15:00:00,2023,2,20.85,-0.7071067811865475,-0.7071067811865477,2023-02-21,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,4.7034435,51.71607,16.495928,1472.078,6.440095,104.70848,151.83463,1297.4565,2025-01-24 18:00:00,2023,2,20.85,-1.0,-1.8369701987210292e-16,2023-02-21,18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,8.844251,45.984734,5.08935,1693.4882,5.337175,130.20865,189.47223,1299.4083,2025-01-24 21:00:00,2023,2,20.85,-0.7071067811865477,0.7071067811865474,2023-02-21,21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.5778684,7.1748567,137.16495,478.7322,19.372074,57.232845,88.04368,1278.4818,2025-01-24 09:00:00,2023,2,21.0,0.7071067811865476,-0.7071067811865475,2023-02-22,09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.051667824,12.838718,30.76937,629.81506,3.8874242,76.70141,112.41554,1296.3271,2025-01-24 00:00:00,2023,2,21.0,0.0,1.0,2023-02-22,00:00:00,0.0,1.0
74.4,32,5.5381365,18.753412,26.851671,835.0252,3.5613894,87.339775,127.46747,1297.3738,2025-01-24 03:00:00,2023,2,21.0,0.7071067811865476,0.7071067811865475,2023-02-22,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,1.326373,9.629188,104.38189,539.7609,7.530348,62.056526,93.52492,1285.0548,2025-01-24 06:00:00,2023,2,21.0,1.0,-1.6081226496766366e-16,2023-02-22,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.7864372,14.127073,103.47911,521.74567,8.956929,43.448463,64.65483,1286.0671,2025-01-24 12:00:00,2023,2,21.0,-3.216245299353273e-16,-1.0,2023-02-22,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.9374716,53.986046,33.65285,1112.2798,7.258285,84.36847,122.86354,1296.0459,2025-01-24 15:00:00,2023,2,21.0,-0.7071067811865475,-0.7071067811865477,2023-02-22,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,4.824953,57.08317,20.743065,1440.2903,7.999078,115.11627,167.08287,1298.0577,2025-01-24 18:00:00,2023,2,21.0,-1.0,-1.8369701987210292e-16,2023-02-22,18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.04352074,38.73593,35.997974,1101.1787,7.878577,95.59606,138.94635,1295.954,2025-01-24 21:00:00,2023,2,21.0,-0.7071067811865477,0.7071067811865474,2023-02-22,21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.51368403,4.115689,142.51923,440.7922,7.7611413,44.03686,65.69447,1284.2623,2025-01-24 09:00:00,2023,2,20.5,0.7071067811865476,-0.7071067811865475,2023-02-23,09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.114476964,32.953705,53.66369,922.30536,7.915485,62.483192,91.322586,1296.1609,2025-01-24 18:00:00,2023,2,20.5,-1.0,-1.8369701987210292e-16,2023-02-23,18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.043868907,25.219795,35.7703,1016.83057,4.5402355,87.25004,126.141914,1296.4689,2025-01-24 00:00:00,2023,2,20.5,0.0,1.0,2023-02-23,00:00:00,0.0,1.0
74.4,32,1.3980255,27.6871,37.40029,1073.4595,5.1992316,85.37606,123.01223,1295.6106,2025-01-24 03:00:00,2023,2,20.5,0.7071067811865476,0.7071067811865475,2023-02-23,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.69474775,10.702398,109.4695,650.0004,11.929314,65.505714,96.22796,1287.8761,2025-01-24 06:00:00,2023,2,20.5,1.0,-1.6081226496766366e-16,2023-02-23,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.68435496,12.084226,118.27077,511.66833,6.1888013,33.529423,49.191113,1288.6351,2025-01-24 12:00:00,2023,2,20.5,-3.216245299353273e-16,-1.0,2023-02-23,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.14309621,38.307667,61.189156,850.8005,7.6904287,55.23804,80.68488,1294.8405,2025-01-24 15:00:00,2023,2,20.5,-0.7071067811865475,-0.7071067811865477,2023-02-23,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.051876724,28.375435,38.478603,988.23285,7.161077,81.54845,118.83891,1298.6698,2025-01-24 21:00:00,2023,2,20.5,-0.7071067811865477,0.7071067811865474,2023-02-23,21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.79381835,16.106607,127.91949,576.4034,6.7583656,36.251316,52.54409,1290.3309,2025-01-24 12:00:00,2023,2,21.1,-3.216245299353273e-16,-1.0,2023-02-24,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.72627413,87.00497,26.592167,1581.832,8.3317175,88.07632,126.14695,1298.125,2025-01-24 15:00:00,2023,2,21.1,-0.7071067811865475,-0.7071067811865477,2023-02-24,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,18.515394,58.651386,11.413589,2148.1472,12.659534,141.0969,203.5417,1299.5231,2025-01-24 00:00:00,2023,2,21.1,0.0,1.0,2023-02-24,00:00:00,0.0,1.0
74.4,32,25.478365,88.84701,31.573252,2979.796,17.766838,179.82661,258.93857,1299.3237,2025-01-24 03:00:00,2023,2,21.1,0.7071067811865476,0.7071067811865475,2023-02-24,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,1.8001572,20.029694,209.56178,1302.6583,22.193943,103.83167,150.48695,1291.522,2025-01-24 06:00:00,2023,2,21.1,1.0,-1.6081226496766366e-16,2023-02-24,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.45097935,5.4395123,201.02202,640.3416,14.365222,56.596783,83.69324,1287.0726,2025-01-24 09:00:00,2023,2,21.1,0.7071067811865476,-0.7071067811865475,2023-02-24,09:00:00,0.7071067811865476,-0.7071067811865475
